feedback_id,customer_id,date_submitted,feedback_text,satisfaction_score,issue_type,resolved,Resolved_bool,satisfaction_bool
fdbk100280,cust106418,08-07-2025,Take cost require box simply seek sing number.,2,other,TRUE,1,4
fdbk100281,cust102758,03-06-2021,Clearly memory support go create.,3,transaction,TRUE,1,2
fdbk100282,cust107388,29-01-2024,Mention site huge see choice center another.,5,transaction,TRUE,1,2
fdbk100283,cust101239,01-07-2025,Set forget stock follow either open generation.,3,transaction,TRUE,1,2
fdbk100284,cust107696,29-06-2025,Former again foreign indeed walk general Congress ask wall.,5,transaction,TRUE,1,2
fdbk100285,cust105186,25-01-2022,He tax pay president consider especially upon how.,5,fraud,TRUE,1,1
fdbk100286,cust105644,21-05-2024,Require politics set perform natural.,2,transaction,TRUE,1,2
fdbk100287,cust100140,20-03-2023,Sister show culture surface live.,3,transaction,TRUE,1,2
fdbk100288,cust105005,14-05-2025,Move page responsibility energy tend response task future whole in personal.,4,transaction,TRUE,1,2
fdbk100289,cust107142,02-08-2025,Have investment sure vote maintain bill.,4,transaction,TRUE,1,2
fdbk100290,cust107189,29-10-2024,Television pass theory family without watch feeling.,4,fraud,TRUE,1,1
fdbk100291,cust101075,19-08-2024,Support brother actually major direction.,2,app_usability,TRUE,1,3
fdbk100292,cust108283,26-04-2022,Question economy cost power ahead machine hold role manage space.,4,transaction,TRUE,1,2
fdbk100293,cust109224,10-08-2023,Specific by main face note this example water realize meet.,3,transaction,TRUE,1,2
fdbk100294,cust107556,13-04-2022,Trouble against structure money life among.,5,transaction,TRUE,1,2
fdbk100295,cust100930,17-02-2025,Open provide foot the argue outside two happy always sell.,4,app_usability,TRUE,1,3
fdbk100296,cust104509,13-07-2024,Much environmental thought drug society happy employee difference.,4,other,TRUE,1,4
fdbk100297,cust101432,05-08-2025,Much course sea here current teacher shoulder.,4,transaction,FALSE,0,2
fdbk100298,cust103288,21-06-2024,Alone rate arm cup moment.,1,app_usability,FALSE,0,3
fdbk100299,cust105316,07-12-2023,Ready yard ready school boy with likely same security.,5,transaction,TRUE,1,2
fdbk100300,cust103564,13-06-2022,Theory energy beyond organization administration trade.,5,fraud,TRUE,1,1
fdbk100301,cust100914,05-01-2025,Consider agreement identify senior she.,4,other,TRUE,1,4
fdbk100302,cust102661,28-07-2024,Treat loss physical American article try part.,3,transaction,TRUE,1,2
fdbk100303,cust102546,17-07-2024,Week it citizen administration nearly close.,5,app_usability,TRUE,1,3
fdbk100304,cust100228,26-02-2024,Available these second almost six area ball one.,5,transaction,TRUE,1,2
fdbk100305,cust102239,16-01-2025,Others process suddenly run drug late in similar.,4,fraud,TRUE,1,1
fdbk100306,cust101675,14-03-2025,Use item heavy bar daughter experience.,5,app_usability,TRUE,1,3
fdbk100307,cust100925,20-07-2024,Serve ready bar religious first past.,5,app_usability,TRUE,1,3
fdbk100308,cust104458,28-03-2025,Nothing actually along any professor.,4,app_usability,TRUE,1,3
fdbk100309,cust109119,27-08-2022,Particularly well professional discuss area form blood game take law serious.,1,transaction,TRUE,1,2
fdbk100310,cust105464,11-06-2025,Eat travel then specific production page yet floor include to.,4,fraud,TRUE,1,1
fdbk100311,cust102888,22-04-2025,Who sea case nor lay best.,2,fraud,TRUE,1,1
fdbk100312,cust100734,07-02-2023,Commercial imagine lose water large however do.,3,transaction,TRUE,1,2
fdbk100313,cust108323,30-07-2025,Technology kind end discussion father experience.,4,app_usability,TRUE,1,3
fdbk100314,cust101120,11-05-2023,Role effort yeah box something main happy.,4,transaction,TRUE,1,2
fdbk100315,cust107399,26-07-2022,After game it woman language account should.,3,app_usability,TRUE,1,3
fdbk100316,cust109591,30-10-2024,Avoid would we say we travel.,4,transaction,TRUE,1,2
fdbk100317,cust102377,01-03-2025,Himself must power near memory turn include.,5,transaction,FALSE,0,2
fdbk100318,cust106984,03-08-2025,Total statement opportunity letter nothing article maybe cost leg water third.,4,app_usability,TRUE,1,3
fdbk100319,cust109965,14-11-2021,Ground prepare herself accept dark same.,3,app_usability,TRUE,1,3
fdbk100320,cust105701,08-11-2022,Woman medical institution itself if sometimes between certainly I.,4,app_usability,TRUE,1,3
fdbk100321,cust109322,11-02-2025,Group doctor order expert surface five.,4,transaction,TRUE,1,2
fdbk100322,cust106439,23-11-2024,Both cold show spend explain response under cold help for.,3,other,TRUE,1,4
fdbk100323,cust105906,30-05-2025,Can improve weight reflect write special young short though.,2,transaction,TRUE,1,2
fdbk100324,cust108399,18-04-2024,Travel skill pay treatment fill occur.,4,app_usability,TRUE,1,3
fdbk100325,cust100731,06-09-2024,Machine mean special second cover.,3,fraud,TRUE,1,1
fdbk100326,cust105118,25-07-2025,Discussion beyond president set staff top read.,2,app_usability,TRUE,1,3
fdbk100327,cust108962,19-05-2024,Maybe talk owner role pull pay across clearly explain.,4,app_usability,TRUE,1,3
fdbk100328,cust106410,11-01-2025,Simply economy catch important life individual industry.,4,transaction,FALSE,0,2
fdbk100329,cust109714,17-04-2025,Bill including after particularly teacher.,4,app_usability,TRUE,1,3
fdbk100330,cust105533,14-04-2025,Again sign note test build.,5,fraud,TRUE,1,1
fdbk100331,cust108982,03-08-2024,Environmental last popular plan air maintain interview responsibility look.,1,fraud,FALSE,0,1
fdbk100332,cust105304,23-03-2023,Why sound wind effort prove myself agree discussion dog.,5,app_usability,TRUE,1,3
fdbk100333,cust108205,19-03-2022,Fine action with cultural.,4,transaction,TRUE,1,2
fdbk100334,cust101548,30-01-2025,Note color behind near artist success near break card relationship program.,1,fraud,TRUE,1,1
fdbk100335,cust107569,10-12-2024,Large skill management argue could source occur.,2,app_usability,FALSE,0,3
fdbk100336,cust107819,09-11-2021,Several late team pay everyone shake that.,3,app_usability,TRUE,1,3
fdbk100337,cust101034,24-03-2024,Sometimes charge whatever popular Republican watch would people collection.,5,transaction,TRUE,1,2
fdbk100338,cust107943,23-01-2025,List spend sing on base without put can detail.,5,transaction,TRUE,1,2
fdbk100339,cust108954,01-04-2024,Bit win quickly part onto agent various music position feeling.,2,transaction,TRUE,1,2
fdbk100340,cust105811,31-01-2024,Must sometimes popular explain find.,4,transaction,TRUE,1,2
fdbk100341,cust104495,12-08-2024,Talk summer girl money people last.,4,other,TRUE,1,4
fdbk100342,cust106210,15-03-2025,Thousand choose Mr himself break approach.,1,other,TRUE,1,4
fdbk100343,cust103846,22-07-2025,Nation safe lot decision alone.,2,transaction,TRUE,1,2
fdbk100344,cust107408,14-03-2021,Force program product right attorney participant.,4,transaction,TRUE,1,2
fdbk100345,cust102524,05-04-2024,Short region road produce save.,4,other,TRUE,1,4
fdbk100346,cust107247,02-05-2024,Box pattern page there development into head board instead.,4,transaction,FALSE,0,2
fdbk100347,cust102058,21-11-2023,Ahead lawyer feeling officer subject little television movie city ok.,3,fraud,TRUE,1,1
fdbk100348,cust104523,20-04-2025,Hour these address suffer toward majority be.,3,app_usability,TRUE,1,3
fdbk100349,cust105007,24-01-2023,Approach face cut a know learn.,3,transaction,TRUE,1,2
fdbk100350,cust108024,16-02-2025,Citizen resource response drop.,5,transaction,TRUE,1,2
fdbk100351,cust100316,03-12-2024,Assume pay two film goal give rich edge.,4,transaction,TRUE,1,2
fdbk100352,cust103912,02-05-2025,Feeling positive sport particularly recently probably.,5,fraud,TRUE,1,1
fdbk100353,cust103089,16-12-2024,Which less can hair pattern I language he.,5,app_usability,TRUE,1,3
fdbk100354,cust103310,04-08-2025,Discover large value well.,4,transaction,TRUE,1,2
fdbk100355,cust102338,22-01-2024,Music its sport current reality mind part find among future.,5,other,TRUE,1,4
fdbk100356,cust101571,12-03-2025,Send real program reveal billion floor picture.,1,other,FALSE,0,4
fdbk100357,cust106303,08-12-2022,Safe general media wide four chance our positive.,4,transaction,TRUE,1,2
fdbk100358,cust105417,06-10-2023,But bill movement near old true technology clearly later against.,3,transaction,TRUE,1,2
fdbk100359,cust100311,31-05-2024,Decision low ten activity receive American arrive for democratic.,4,transaction,TRUE,1,2
fdbk100360,cust108592,24-03-2025,Population mother science best among real phone natural.,2,app_usability,FALSE,0,3
fdbk100361,cust102071,21-06-2023,Allow left develop boy direction today.,3,transaction,TRUE,1,2
fdbk100362,cust107068,12-04-2025,Thought however everything success politics drug.,3,transaction,TRUE,1,2
fdbk100363,cust105340,02-09-2024,Your tough too about stop up summer energy clearly beat.,3,transaction,TRUE,1,2
fdbk100364,cust100906,16-12-2024,Anything region effect level movement traditional that garden cold career.,5,transaction,TRUE,1,2
fdbk100365,cust102200,06-12-2024,Someone stage practice contain never establish.,3,fraud,TRUE,1,1
fdbk100366,cust103704,08-11-2022,Its another seven once rule pattern herself quality choose radio.,5,transaction,TRUE,1,2
fdbk100367,cust104313,10-03-2023,Describe item parent success player writer.,5,transaction,TRUE,1,2
fdbk100368,cust106633,19-12-2024,Less argue success occur law large ask figure character.,4,other,TRUE,1,4
fdbk100369,cust104039,14-11-2024,Father report those condition fund accept stay place.,4,other,TRUE,1,4
fdbk100370,cust105581,26-01-2023,But street majority there finally run energy plant which fly.,4,app_usability,TRUE,1,3
fdbk100371,cust108173,25-12-2022,Series improve specific by write why dog professor democratic learn.,4,other,TRUE,1,4
fdbk100372,cust100229,28-01-2023,Stop security return throughout hold capital.,5,transaction,FALSE,0,2
fdbk100373,cust100304,29-06-2025,Someone site decide although as opportunity.,4,transaction,TRUE,1,2
fdbk100374,cust100236,23-06-2025,Discussion later production staff.,3,app_usability,FALSE,0,3
fdbk100375,cust108949,25-03-2024,Manager today significant wish style reflect gun bed on generation.,5,transaction,TRUE,1,2
fdbk100376,cust106136,12-01-2025,Material affect simply cold pressure indicate fire side money.,1,transaction,FALSE,0,2
fdbk100377,cust107731,10-07-2022,Live walk call sit from budget.,5,transaction,TRUE,1,2
fdbk100378,cust103201,23-11-2024,His man exactly available set social type.,4,fraud,TRUE,1,1
fdbk100379,cust103467,01-01-2024,It of itself drop rise certain authority current.,3,transaction,FALSE,0,2
fdbk100380,cust100558,16-06-2023,Dinner current where minute across.,2,other,TRUE,1,4
fdbk100381,cust108363,19-07-2025,This see require process trial.,5,transaction,TRUE,1,2
fdbk100382,cust103635,03-05-2025,Administration whose project by send.,4,transaction,TRUE,1,2
fdbk100383,cust103024,20-09-2024,Impact maybe fund do tree could close.,4,transaction,FALSE,0,2
fdbk100384,cust104932,30-12-2023,Institution way trouble property gun painting space fear foreign nothing.,2,app_usability,FALSE,0,3
fdbk100385,cust109482,29-07-2025,Example east writer some represent from quite need toward.,5,transaction,TRUE,1,2
fdbk100386,cust106328,18-12-2024,Employee scene light modern history believe when later stock.,1,fraud,TRUE,1,1
fdbk100387,cust102177,14-05-2025,Alone reason example almost positive get culture coach paper.,4,transaction,TRUE,1,2
fdbk100388,cust109742,01-04-2024,Force have anyone since fly no house customer.,5,app_usability,TRUE,1,3
fdbk100389,cust108500,03-10-2024,Style tough learn box else choose easy challenge.,4,app_usability,TRUE,1,3
fdbk100390,cust103719,03-05-2023,Long alone them space determine group medical top.,1,other,TRUE,1,4
fdbk100391,cust101374,29-01-2024,Customer arrive and health to crime certainly wife.,4,other,TRUE,1,4
fdbk100392,cust105981,12-12-2024,According himself foot hand police.,3,transaction,TRUE,1,2
fdbk100393,cust102467,03-07-2025,Center available each no success process.,5,transaction,TRUE,1,2
fdbk100394,cust100806,17-04-2024,Half stop central knowledge tough science hotel include American show.,3,other,FALSE,0,4
fdbk100395,cust106760,02-03-2024,Pm outside man final fish inside factor.,4,app_usability,TRUE,1,3
fdbk100396,cust103118,09-10-2022,Argue executive crime garden it identify class store.,5,app_usability,TRUE,1,3
fdbk100397,cust105318,22-02-2023,Carry write agreement tonight newspaper.,4,other,FALSE,0,4
fdbk100398,cust102984,15-01-2025,Share deep wide six worry green research mind skin watch small.,3,transaction,TRUE,1,2
fdbk100399,cust106525,11-04-2022,Girl second wrong method take.,2,app_usability,TRUE,1,3
fdbk100400,cust103056,14-07-2023,Including force concern recently or next almost foreign before.,5,fraud,TRUE,1,1
fdbk100401,cust104946,13-04-2024,Spring across offer group financial lot control.,2,transaction,FALSE,0,2
fdbk100402,cust101247,13-05-2025,Agree reveal professional prevent science material find size back dinner.,5,transaction,TRUE,1,2
fdbk100403,cust103687,17-05-2022,Task team shoulder discuss experience.,4,app_usability,TRUE,1,3
fdbk100404,cust102511,30-04-2024,Official plan tough air writer million car catch.,4,app_usability,TRUE,1,3
fdbk100405,cust108888,19-08-2021,Main line factor yeah catch.,3,transaction,TRUE,1,2
fdbk100406,cust105012,09-12-2024,Would represent improve PM artist respond.,5,app_usability,TRUE,1,3
fdbk100407,cust106234,16-08-2024,Act of growth have high build last occur.,4,fraud,FALSE,0,1
fdbk100408,cust104621,10-05-2025,Really yard various son once film deal keep.,4,app_usability,FALSE,0,3
fdbk100409,cust101843,30-04-2025,Under inside skin discover beat other better do by.,4,fraud,TRUE,1,1
fdbk100410,cust107674,21-07-2024,Alone prepare talk performance smile couple least begin law.,3,transaction,FALSE,0,2
fdbk100411,cust107404,21-04-2023,Mouth hundred wall worry hundred bit.,5,fraud,TRUE,1,1
fdbk100412,cust108284,12-12-2024,Catch road nature animal mouth.,5,app_usability,TRUE,1,3
fdbk100413,cust105609,01-02-2021,Reduce near Mr speak well people.,4,app_usability,TRUE,1,3
fdbk100414,cust107512,05-02-2024,Many evening institution best his power dream.,2,other,TRUE,1,4
fdbk100415,cust107912,27-10-2022,Herself nice write reveal yet condition find measure possible.,3,transaction,TRUE,1,2
fdbk100416,cust100897,29-03-2024,Wear final space perhaps popular attention.,5,transaction,TRUE,1,2
fdbk100417,cust108148,21-03-2023,Would political argue agreement today figure prevent.,4,transaction,TRUE,1,2
fdbk100418,cust100136,18-01-2025,Discussion serious security guess plan government necessary together enter scientist.,5,transaction,TRUE,1,2
fdbk100419,cust106891,03-08-2024,Interview themselves why college degree water I build everything tell.,3,fraud,TRUE,1,1
fdbk100420,cust109452,15-11-2023,Our indicate TV great upon participant citizen person popular.,1,fraud,FALSE,0,1
fdbk100421,cust103477,27-06-2025,Method week three include free perhaps reach.,2,transaction,TRUE,1,2
fdbk100422,cust108584,31-03-2025,Office water size newspaper public least boy.,4,other,TRUE,1,4
fdbk100423,cust109797,15-12-2024,Ever best activity personal poor Democrat truth today.,4,transaction,FALSE,0,2
